,X.当周毛利,Y.次周毛利,Z.季度毛利,M．次周为当周倍数,N．季度为次周倍数,添加时间
eth_usd,0.00560886,0.00674017,0.0791885,1.20170109,11.7487361,2018-01-03 15:23:54
etc_usd,0.01230323,0.03183066,0.14117165,2.58717949,4.43508424,2018-01-03 15:23:45
ltc_usd,0.00286863,0.01530331,0.11136514,5.33470508,7.27719208,2018-01-03 15:23:45
btc_usd,0.01165972,0.01864646,0.09251189,1.59922071,4.96136443,2018-01-03 15:23:45
bch_usd,0.00922472,0.01241734,0.13463358,1.34609384,10.8423821,2018-01-03 15:23:45
eth_usd,0.00573223,0.00686369,0.07933113,1.19738407,11.55809335,2018-01-03 15:23:45
etc_usd,0.00362636,0.02250844,0.13086157,6.20689655,5.81388889,2018-01-03 15:23:34
ltc_usd,0.00316867,0.01561504,0.11170636,4.92795031,7.15376859,2018-01-03 15:23:34
btc_usd,0.01252791,0.02071994,0.09387172,1.65390196,4.53050099,2018-01-03 15:23:34
bch_usd,0.00520904,0.00795408,0.12963152,1.52697651,16.29749203,2018-01-03 15:23:34
eth_usd,0.00545468,0.00280741,0.07903326,0.51467833,28.15169903,2018-01-03 15:23:34
etc_usd,0.00609604,0.02250844,0.13086157,3.69230769,5.81388889,2018-01-03 15:23:24
ltc_usd,0.00317657,0.01562303,0.11171511,4.91821561,7.15066767,2018-01-03 15:23:24
btc_usd,0.01304154,0.02123772,0.09499428,1.62846755,4.47290354,2018-01-03 15:23:24
bch_usd,0.00520904,0.00795408,0.12963152,1.52697651,16.29749203,2018-01-03 15:23:24
eth_usd,0.0054524,0.00280513,0.07679693,0.51447615,27.37732794,2018-01-03 15:23:24
etc_usd,0.00609604,0.02250844,0.13086157,3.69230769,5.81388889,2018-01-03 15:23:14
ltc_usd,0.00317654,0.01561504,0.11170636,4.9157373,7.15376859,2018-01-03 15:23:14
btc_usd,0.01246542,0.02082009,0.09481631,1.67022718,4.55407893,2018-01-03 15:23:14
bch_usd,0.00520904,0.00795408,0.12963152,1.52697651,16.29749203,2018-01-03 15:23:14
eth_usd,0.0054524,0.00280513,0.07672765,0.51447615,27.35263158,2018-01-03 15:23:14
etc_usd,0.00609604,0.02250844,0.13151807,3.69230769,5.84305556,2018-01-03 15:23:04
ltc_usd,0.00425175,0.01670358,0.11289789,3.92863763,6.7589054,2018-01-03 15:23:04
btc_usd,0.01251608,0.01964317,0.09478774,1.56943435,4.82548028,2018-01-03 15:23:04
bch_usd,0.00520904,0.00795408,0.12963152,1.52697651,16.29749203,2018-01-03 15:23:04
eth_usd,0.00545468,0.00280741,0.0767301,0.51467833,27.33131068,2018-01-03 15:23:04
etc_usd,0.00609604,0.02250844,0.13151807,3.69230769,5.84305556,2018-01-03 15:22:52
ltc_usd,0.00530779,0.01670358,0.11180638,3.14699332,6.6935598,2018-01-03 15:22:52
btc_usd,0.01129005,0.01919634,0.09321532,1.70028752,4.8558915,2018-01-03 15:22:52
bch_usd,0.00520904,0.00795408,0.12963152,1.52697651,16.29749203,2018-01-03 15:22:52
eth_usd,0.00545811,0.00281082,0.07673377,0.51498127,27.29939394,2018-01-03 15:22:52
etc_usd,0.00609604,0.02250844,0.13151807,3.69230769,5.84305556,2018-01-03 15:22:43
ltc_usd,0.00530779,0.01670358,0.11289789,3.14699332,6.7589054,2018-01-03 15:22:43
btc_usd,0.01072782,0.01899443,0.09321532,1.77057613,4.90750931,2018-01-03 15:22:43
bch_usd,0.00313446,0.00795408,0.12963152,2.53762307,16.29749203,2018-01-03 15:22:43
eth_usd,0.00545811,0.00283354,0.07889725,0.51914274,27.84408818,2018-01-03 15:22:43
etc_usd,0.00590847,0.02250844,0.13530074,3.80952381,6.01111111,2018-01-03 15:22:32
ltc_usd,0.00465853,0.01604297,0.11227716,3.44378698,6.99852725,2018-01-03 15:22:32
btc_usd,0.01087178,0.01857639,0.09260789,1.70867929,4.98524733,2018-01-03 15:22:32
bch_usd,0.00313446,0.00795408,0.12963152,2.53762307,16.29749203,2018-01-03 15:22:32
eth_usd,0.0054524,0.00282784,0.07889112,0.51864195,27.89799197,2018-01-03 15:22:32
etc_usd,0.00694727,0.02356439,0.13371929,3.39189189,5.67463479,2018-01-03 15:22:23
ltc_usd,0.00537429,0.01512356,0.11081429,2.81405564,7.32726327,2018-01-03 15:22:23
btc_usd,0.01008738,0.01832311,0.09268614,1.81643818,5.05842959,2018-01-03 15:22:22
bch_usd,0.00403747,0.00419618,0.12963152,1.03930846,30.89275083,2018-01-03 15:22:22
eth_usd,0.00532338,0.00269916,0.07875268,0.50703925,29.17669331,2018-01-03 15:22:22
etc_usd,0.00694727,0.02356439,0.13371929,3.39189189,5.67463479,2018-01-03 15:22:16
ltc_usd,0.00374155,0.01512356,0.11200246,4.04206099,7.40582726,2018-01-03 15:22:16
btc_usd,0.00996727,0.01826922,0.09215376,1.83292079,5.0442091,2018-01-03 15:22:16
bch_usd,0.00403747,0.00419618,0.12963152,1.03930846,30.89275083,2018-01-03 15:22:16
eth_usd,0.00532909,0.00270486,0.07875881,0.50756446,29.11754828,2018-01-03 15:22:16
etc_usd,0.00672821,0.02356439,0.13375059,3.50232558,5.67596282,2018-01-03 15:22:03
ltc_usd,0.00260039,0.01811222,0.11155697,6.96520424,6.15920938,2018-01-03 15:22:03
btc_usd,0.01141504,0.01843353,0.09260984,1.61484642,5.02398816,2018-01-03 15:22:02
bch_usd,0.00403747,0.00419618,0.13254372,1.03930846,31.58676239,2018-01-03 15:22:02
eth_usd,0.00723453,0.00616826,0.07875881,0.8526134,12.76840943,2018-01-03 15:22:02
etc_usd,0.00672821,0.02356439,0.13375059,3.50232558,5.67596282,2018-01-03 15:21:54
ltc_usd,0.00260039,0.01811222,0.1115491,6.96520424,6.15877498,2018-01-03 15:21:53
btc_usd,0.01219236,0.01849537,0.09474193,1.51696405,5.12246761,2018-01-03 15:21:53
bch_usd,0.00403747,0.00419618,0.13254372,1.03930846,31.58676239,2018-01-03 15:21:53
eth_usd,0.00778154,0.00671469,0.07934466,0.86289969,11.81658206,2018-01-03 15:21:53
etc_usd,0.00672821,0.02356439,0.1336567,3.50232558,5.67197875,2018-01-03 15:21:43
ltc_usd,0.00240321,0.017912,0.11183789,7.45335516,6.24374177,2018-01-03 15:21:43
btc_usd,0.00988478,0.01786478,0.09308026,1.8073009,5.21026628,2018-01-03 15:21:43
bch_usd,0.00409993,0.00419618,0.13254372,1.0234767,31.58676239,2018-01-03 15:21:43
eth_usd,0.00777697,0.00742817,0.07934099,0.95514974,10.68109514,2018-01-03 15:21:43
etc_usd,0.00672821,0.02356439,0.13403223,3.50232558,5.68791501,2018-01-03 15:21:34
ltc_usd,0.00346123,0.01790399,0.11030699,5.17272727,6.16102812,2018-01-03 15:21:34
btc_usd,0.00861503,0.01690651,0.09193707,1.96244449,5.4379674,2018-01-03 15:21:34
bch_usd,0.00409993,0.00419618,0.13254372,1.0234767,31.58676239,2018-01-03 15:21:34
eth_usd,0.00777697,0.00742817,0.07934099,0.95514974,10.68109514,2018-01-03 15:21:34
etc_usd,0.00657174,0.02356439,0.13403223,3.58571429,5.68791501,2018-01-03 15:21:24
ltc_usd,0.00350839,0.02138463,0.11052988,6.09529148,5.16865919,2018-01-03 15:21:23
btc_usd,0.00815122,0.01633613,0.09193768,2.00413355,5.62787561,2018-01-03 15:21:23
bch_usd,0.00409993,0.00419618,0.13254372,1.0234767,31.58676239,2018-01-03 15:21:23
eth_usd,0.00824959,0.00742588,0.07934308,0.90015149,10.68466952,2018-01-03 15:21:23
etc_usd,0.00657174,0.02356439,0.13403223,3.58571429,5.68791501,2018-01-03 15:21:13
ltc_usd,0.00542267,0.02116373,0.11091886,3.90282814,5.24098848,2018-01-03 15:21:13
btc_usd,0.00952729,0.01840163,0.09271488,1.93146587,5.03840467,2018-01-03 15:21:13
bch_usd,0.00409993,0.00419618,0.13254372,1.0234767,31.58676239,2018-01-03 15:21:13
eth_usd,0.00814078,0.00731716,0.08129416,0.8988278,11.11007608,2018-01-03 15:21:13
etc_usd,0.0077318,0.02385275,0.13435172,3.08502024,5.63254593,2018-01-03 15:21:09
ltc_usd,0.00633897,0.02117578,0.11195438,3.34057072,5.28690808,2018-01-03 15:21:09
btc_usd,0.01044194,0.01765024,0.09281858,1.69032258,5.25877129,2018-01-03 15:21:09
bch_usd,0.00409993,0.00419618,0.13254372,1.0234767,31.58676239,2018-01-03 15:21:09
eth_usd,0.00814078,0.00731716,0.08129416,0.8988278,11.11007608,2018-01-03 15:21:09
etc_usd,0.00782571,0.02385275,0.13435172,3.048,5.63254593,2018-01-03 15:20:53
ltc_usd,0.00633897,0.02117578,0.11285883,3.34057072,5.32961931,2018-01-03 15:20:53
btc_usd,0.01304789,0.02088193,0.0948545,1.60040709,4.5424202,2018-01-03 15:20:53
bch_usd,0.00517083,0.00526718,0.13375161,1.01863442,25.39338081,2018-01-03 15:20:53
eth_usd,0.00882731,0.00748884,0.08229539,0.84837173,10.98907601,2018-01-03 15:20:53
eth_usd,0.00615033,0.00545045,0.0818657,0.88620435,15.01997919,2018-01-03 15:13:06
bch_usd,0.01011766,0.01033932,0.13275698,1.02190872,12.84000999,2018-01-03 15:13:06
etc_usd,0.01184099,0.02471572,0.14011841,2.08730159,5.66920152,2018-01-03 15:13:06
ltc_usd,0.00667557,0.02245098,0.11825861,3.3631548,5.26741337,2018-01-03 15:13:06
btc_usd,0.0152524,0.0219924,0.09579458,1.44189804,4.35580326,2018-01-03 15:13:06
eth_usd,0.00540675,0.00470739,0.08106616,0.8706499,17.22104503,2018-01-03 15:12:54
bch_usd,0.01011766,0.01033932,0.13641427,1.02190872,13.19373595,2018-01-03 15:12:54
etc_usd,0.01184099,0.02471572,0.14011841,2.08730159,5.66920152,2018-01-03 15:12:54
ltc_usd,0.00849282,0.02221803,0.11800383,2.61609621,5.31117397,2018-01-03 15:12:54
btc_usd,0.0152524,0.0219924,0.09601832,1.44189804,4.36597665,2018-01-03 15:12:54
eth_usd,0.00540675,0.00470739,0.08175306,0.8706499,17.36696364,2018-01-03 15:12:44
bch_usd,0.01011766,0.01256261,0.13641427,1.24165209,10.85875341,2018-01-03 15:12:44
etc_usd,0.01184099,0.02471572,0.14011841,2.08730159,5.66920152,2018-01-03 15:12:44
ltc_usd,0.00740121,0.02227827,0.11806971,3.01008493,5.29977076,2018-01-03 15:12:44
btc_usd,0.01447029,0.02147424,0.0960261,1.48402277,4.47168786,2018-01-03 15:12:44
eth_usd,0.00571683,0.00501725,0.08208668,0.87762793,16.36090395,2018-01-03 15:12:34
bch_usd,0.01011766,0.01256261,0.13641427,1.24165209,10.85875341,2018-01-03 15:12:34
etc_usd,0.01184099,0.02471572,0.14011841,2.08730159,5.66920152,2018-01-03 15:12:34
ltc_usd,0.00692653,0.02179658,0.11853239,3.1468254,5.43811926,2018-01-03 15:12:34
btc_usd,0.01330297,0.02066749,0.09542428,1.55360016,4.61712009,2018-01-03 15:12:34
eth_usd,0.00571683,0.00501725,0.08208668,0.87762793,16.36090395,2018-01-03 15:12:24
bch_usd,0.01011766,0.01256261,0.13641427,1.24165209,10.85875341,2018-01-03 15:12:24
etc_usd,0.01184099,0.02471572,0.14011841,2.08730159,5.66920152,2018-01-03 15:12:24
ltc_usd,0.00567212,0.02146768,0.11817236,3.78477509,5.50466264,2018-01-03 15:12:24
btc_usd,0.01371856,0.02049484,0.09458455,1.49394971,4.61504145,2018-01-03 15:12:24
eth_usd,0.00770262,0.00700166,0.08422326,0.90899705,12.0290443,2018-01-03 15:12:16
bch_usd,0.0092615,0.01170438,0.13545106,1.26376731,11.57268348,2018-01-03 15:12:16
etc_usd,0.01196779,0.02468749,0.14135781,2.06282723,5.72588832,2018-01-03 15:12:16
ltc_usd,0.00933171,0.02159601,0.11831283,2.31426167,5.47845846,2018-01-03 15:12:16
btc_usd,0.01103099,0.02009796,0.09415172,1.82195323,4.68464168,2018-01-03 15:12:16
eth_usd,0.00824794,0.00700166,0.08181364,0.84889807,11.68489372,2018-01-03 15:12:05
bch_usd,0.00785735,0.0093239,0.13277941,1.18664608,14.24076338,2018-01-03 15:12:04
etc_usd,0.01224976,0.0295122,0.14135781,2.40920716,4.78980892,2018-01-03 15:12:04
ltc_usd,0.00952194,0.02178855,0.11852361,2.28824742,5.43971887,2018-01-03 15:12:04
btc_usd,0.01209468,0.02009796,0.09435849,1.66171821,4.69493001,2018-01-03 15:12:04
eth_usd,0.00825023,0.00997707,0.08181837,1.20930873,8.20063767,2018-01-03 15:11:59
bch_usd,0.00797096,0.0093239,0.13469596,1.16973387,14.44631521,2018-01-03 15:11:59
etc_usd,0.01224976,0.0295122,0.14135781,2.40920716,4.78980892,2018-01-03 15:11:59
ltc_usd,0.00693433,0.02192598,0.11852361,3.1619479,5.40562321,2018-01-03 15:11:59
btc_usd,0.01209339,0.02009796,0.09323971,1.66189634,4.63926337,2018-01-03 15:11:59
eth_usd,0.00919886,0.00997707,0.08182291,1.08459923,8.20109315,2018-01-03 15:11:47
bch_usd,0.01011029,0.01225331,0.13941654,1.21196364,11.37786912,2018-01-03 15:11:47
etc_usd,0.01221843,0.02706852,0.14135781,2.21538462,5.22222222,2018-01-03 15:11:46
ltc_usd,0.0098261,0.02384263,0.11873007,2.42645883,4.97973975,2018-01-03 15:11:46
btc_usd,0.01317825,0.0218568,0.09543295,1.65855098,4.36628114,2018-01-03 15:11:46
eth_usd,0.00934219,0.01012052,0.08182999,1.08331306,8.08555069,2018-01-03 15:11:35
bch_usd,0.01011029,0.01225331,0.13941654,1.21196364,11.37786912,2018-01-03 15:11:35
etc_usd,0.0121871,0.02706852,0.14135781,2.22107969,5.22222222,2018-01-03 15:11:35
ltc_usd,0.01127134,0.02384655,0.11938593,2.11567944,5.00642292,2018-01-03 15:11:34
btc_usd,0.01425378,0.02177733,0.09591098,1.5278283,4.40416667,2018-01-03 15:11:34
eth_usd,0.00934219,0.01012052,0.08182999,1.08331306,8.08555069,2018-01-03 15:11:25
bch_usd,0.00993382,0.01225331,0.13941654,1.23349371,11.37786912,2018-01-03 15:11:24
etc_usd,0.01087127,0.02706852,0.14135781,2.48991354,5.22222222,2018-01-03 15:11:24
ltc_usd,0.01127134,0.02423928,0.12073299,2.15052265,4.9808814,2018-01-03 15:11:24
btc_usd,0.01490062,0.02320128,0.09679504,1.55706829,4.17196972,2018-01-03 15:11:24
eth_usd,0.00934219,0.01012393,0.07956659,1.08367794,7.85925926,2018-01-03 15:11:20
bch_usd,0.00993382,0.01225331,0.13941654,1.23349371,11.37786912,2018-01-03 15:11:20
etc_usd,0.01234375,0.02706852,0.14135781,2.1928934,5.22222222,2018-01-03 15:11:19
ltc_usd,0.01048955,0.02344746,0.11967036,2.23531612,5.10376569,2018-01-03 15:11:19
btc_usd,0.01554875,0.02320128,0.09707244,1.4921634,4.18392603,2018-01-03 15:11:19
eth_usd,0.0093399,0.01039206,0.08285128,1.11265207,7.97255631,2018-01-03 15:11:08
bch_usd,0.00993382,0.01225331,0.13941654,1.23349371,11.37786912,2018-01-03 15:11:08
etc_usd,0.01234375,0.02706852,0.14135781,2.1928934,5.22222222,2018-01-03 15:11:08
ltc_usd,0.00906112,0.02254881,0.11879133,2.48852317,5.26818656,2018-01-03 15:11:08
btc_usd,0.01540597,0.02199241,0.09629393,1.42752556,4.37850743,2018-01-03 15:11:08
eth_usd,0.00978163,0.01083425,0.0833752,1.10761185,7.69551988,2018-01-03 15:10:55
bch_usd,0.00896937,0.01128664,0.13832844,1.25835381,12.25594715,2018-01-03 15:10:55
etc_usd,0.01022322,0.02491715,0.13777903,2.43730887,5.52948557,2018-01-03 15:10:55
ltc_usd,0.00874514,0.02276956,0.11810653,2.60368043,5.18703672,2018-01-03 15:10:55
btc_usd,0.01461933,0.01941554,0.09602396,1.32807305,4.94572764,2018-01-03 15:10:55
eth_usd,0.00978163,0.0105603,0.0833752,1.07960488,7.89515608,2018-01-03 15:10:45
bch_usd,0.00844037,0.01039596,0.13732587,1.23169565,13.20953793,2018-01-03 15:10:45
etc_usd,0.00956669,0.02491715,0.13777903,2.60457516,5.52948557,2018-01-03 15:10:45
ltc_usd,0.00721819,0.02275751,0.11809336,3.15280044,5.18920317,2018-01-03 15:10:44
btc_usd,0.01300439,0.01992685,0.09528,1.53231674,4.78148883,2018-01-03 15:10:44
eth_usd,0.00978393,0.0105626,0.08337767,1.07958638,7.89367198,2018-01-03 15:10:34
bch_usd,0.00844037,0.01039596,0.13816587,1.23169565,13.29033852,2018-01-03 15:10:34
etc_usd,0.01019196,0.02491715,0.13777903,2.44478528,5.52948557,2018-01-03 15:10:34
ltc_usd,0.00481998,0.0205163,0.11527124,4.25651466,5.61851923,2018-01-03 15:10:34
btc_usd,0.01318715,0.01992009,0.09495668,1.51056823,4.76688035,2018-01-03 15:10:34
eth_usd,0.00997336,0.01075217,0.0850453,1.07808938,7.90959078,2018-01-03 15:10:25
bch_usd,0.00861835,0.01039596,0.13816587,1.20625931,13.29033852,2018-01-03 15:10:25
etc_usd,0.01019196,0.02491715,0.13777903,2.44478528,5.52948557,2018-01-03 15:10:25
ltc_usd,0.00488283,0.01970781,0.11520737,4.03614458,5.84577114,2018-01-03 15:10:24
btc_usd,0.01288703,0.02018326,0.09495668,1.5661687,4.70472428,2018-01-03 15:10:24
eth_usd,0.00997336,0.01075217,0.0850453,1.07808938,7.90959078,2018-01-03 15:10:14
bch_usd,0.00861835,0.01039596,0.13816587,1.20625931,13.29033852,2018-01-03 15:10:14
etc_usd,0.01019196,0.02491715,0.13777903,2.44478528,5.52948557,2018-01-03 15:10:14
ltc_usd,0.00496954,0.01979581,0.11491138,3.98342541,5.80483456,2018-01-03 15:10:14
btc_usd,0.01301045,0.02030561,0.09481961,1.56071553,4.66962518,2018-01-03 15:10:14
eth_usd,0.00997336,0.01075217,0.08357636,1.07808938,7.7729724,2018-01-03 15:10:04
bch_usd,0.00861835,0.01039596,0.13816587,1.20625931,13.29033852,2018-01-03 15:10:04
etc_usd,0.01019196,0.02491715,0.13777903,2.44478528,5.52948557,2018-01-03 15:10:04
ltc_usd,0.00435767,0.01979188,0.11538205,4.54185419,5.82976615,2018-01-03 15:10:04
btc_usd,0.01228433,0.02035589,0.09514326,1.65706143,4.67399197,2018-01-03 15:10:04
eth_usd,0.00997336,0.01075217,0.08505781,1.07808938,7.91075394,2018-01-03 15:09:54
bch_usd,0.00861835,0.01039596,0.13816587,1.20625931,13.29033852,2018-01-03 15:09:54
etc_usd,0.01019196,0.02235353,0.13777903,2.19325153,6.16363636,2018-01-03 15:09:54
ltc_usd,0.00435374,0.01979188,0.11538205,4.54594595,5.82976615,2018-01-03 15:09:54
btc_usd,0.01269342,0.02035589,0.09514326,1.60365698,4.67399197,2018-01-03 15:09:54
eth_usd,0.00997336,0.01075217,0.08505781,1.07808938,7.91075394,2018-01-03 15:09:45
bch_usd,0.00806417,0.00965493,0.13733113,1.19726252,14.22393558,2018-01-03 15:09:45
etc_usd,0.01240718,0.02456371,0.14023874,1.97979798,5.70918367,2018-01-03 15:09:45
ltc_usd,0.00695466,0.02150516,0.11672659,3.09219457,5.42783977,2018-01-03 15:09:45
btc_usd,0.01249564,0.0204055,0.09493652,1.63300991,4.65249579,2018-01-03 15:09:45
eth_usd,0.00990742,0.01075217,0.08344333,1.08526509,7.76060061,2018-01-03 15:09:35
bch_usd,0.00489509,0.00648085,0.13375567,1.32394892,20.6386147,2018-01-03 15:09:35
etc_usd,0.01024532,0.02456371,0.14023874,2.39755352,5.70918367,2018-01-03 15:09:35
ltc_usd,0.00695466,0.02150516,0.11672659,3.09219457,5.42783977,2018-01-03 15:09:35
btc_usd,0.01390158,0.02042866,0.09502231,1.46952101,4.65142186,2018-01-03 15:09:35
eth_usd,0.00990742,0.01075217,0.08344333,1.08526509,7.76060061,2018-01-03 15:09:24
bch_usd,0.00489509,0.00648085,0.13375567,1.32394892,20.6386147,2018-01-03 15:09:23
etc_usd,0.01024532,0.02456371,0.14030141,2.39755352,5.71173469,2018-01-03 15:09:23
ltc_usd,0.00695859,0.02229976,0.11672266,3.20463539,5.23425648,2018-01-03 15:09:23
btc_usd,0.01250024,0.0205696,0.09503025,1.64553613,4.61993632,2018-01-03 15:09:23
eth_usd,0.00785971,0.00870276,0.08336718,1.10726144,9.57940026,2018-01-03 15:09:16
bch_usd,0.00489509,0.00648085,0.13375567,1.32394892,20.6386147,2018-01-03 15:09:16
etc_usd,0.01024532,0.02456371,0.14030141,2.39755352,5.71173469,2018-01-03 15:09:16
ltc_usd,0.00695859,0.02182772,0.11672266,3.13680045,5.34744999,2018-01-03 15:09:16
btc_usd,0.01262111,0.02069536,0.09504909,1.63974102,4.59277365,2018-01-03 15:09:16
eth_usd,0.007862,0.00870505,0.08336964,1.10723048,9.57716371,2018-01-03 15:09:06
bch_usd,0.00489509,0.00648085,0.13375567,1.32394892,20.6386147,2018-01-03 15:09:06
etc_usd,0.01024532,0.02456371,0.14023874,2.39755352,5.70918367,2018-01-03 15:09:06
ltc_usd,0.00695859,0.02182772,0.11672266,3.13680045,5.34744999,2018-01-03 15:09:06
btc_usd,0.01285097,0.02056298,0.09494923,1.60011101,4.61748289,2018-01-03 15:09:06
eth_usd,0.00697809,0.00870276,0.08181952,1.24715447,9.40156454,2018-01-03 15:08:54
bch_usd,0.00562838,0.00648085,0.13375567,1.15145808,20.6386147,2018-01-03 15:08:54
etc_usd,0.01052731,0.02456371,0.14045806,2.33333333,5.71811224,2018-01-03 15:08:54
ltc_usd,0.00852025,0.02313762,0.11855966,2.7156048,5.12410745,2018-01-03 15:08:54
btc_usd,0.01285162,0.02056298,0.09497581,1.60003027,4.61877582,2018-01-03 15:08:54
eth_usd,0.00697809,0.00870276,0.08181952,1.24715447,9.40156454,2018-01-03 15:08:45
bch_usd,0.00562838,0.00648085,0.13375567,1.15145808,20.6386147,2018-01-03 15:08:45
etc_usd,0.01052731,0.02456371,0.14045806,2.33333333,5.71811224,2018-01-03 15:08:45
ltc_usd,0.00848854,0.02310945,0.11822598,2.72242817,5.11591489,2018-01-03 15:08:45
btc_usd,0.01423472,0.02069933,0.09531472,1.4541437,4.60472475,2018-01-03 15:08:44
eth_usd,0.0066891,0.00841327,0.08083073,1.25775818,9.60752326,2018-01-03 15:08:34
bch_usd,0.00562838,0.00648085,0.13375567,1.15145808,20.6386147,2018-01-03 15:08:34
etc_usd,0.0125259,0.02659007,0.14271363,2.12280702,5.36717828,2018-01-03 15:08:34
ltc_usd,0.00823892,0.02244546,0.11853345,2.72431916,5.28095405,2018-01-03 15:08:34
btc_usd,0.01422157,0.02068609,0.09562283,1.45455789,4.62256639,2018-01-03 15:08:34
eth_usd,0.00674963,0.00181389,0.07906027,0.2687395,43.58599124,2018-01-03 15:08:24
bch_usd,0.00573868,0.00501956,0.13385333,0.87468943,26.66635106,2018-01-03 15:08:24
etc_usd,0.0125259,0.02659007,0.14271363,2.12280702,5.36717828,2018-01-03 15:08:24
ltc_usd,0.00833022,0.02253804,0.11863473,2.70557656,5.26375546,2018-01-03 15:08:24
btc_usd,0.01303556,0.02087545,0.09543739,1.60142296,4.57175257,2018-01-03 15:08:24
eth_usd,0.0067462,0.00181048,0.0790566,0.26837061,43.6660401,2018-01-03 15:08:14
bch_usd,0.0050053,0.00501956,0.13388001,1.00284859,26.67166788,2018-01-03 15:08:14
etc_usd,0.0125259,0.02659007,0.14271363,2.12280702,5.36717828,2018-01-03 15:08:14
ltc_usd,0.00833415,0.02253804,0.11863473,2.70429854,5.26375546,2018-01-03 15:08:14
btc_usd,0.01316613,0.02154995,0.09601292,1.6367713,4.45536655,2018-01-03 15:08:14
eth_usd,0.00760346,0.00266354,0.07997543,0.35030611,30.02600171,2018-01-03 15:08:05
bch_usd,0.0050053,0.00501956,0.13388001,1.00284859,26.67166788,2018-01-03 15:08:05
etc_usd,0.0125259,0.02659007,0.14271363,2.12280702,5.36717828,2018-01-03 15:08:05
ltc_usd,0.00894042,0.02253804,0.11863473,2.5209159,5.26375546,2018-01-03 15:08:05
btc_usd,0.01493128,0.0216222,0.0954364,1.44811403,4.41381587,2018-01-03 15:08:05
eth_usd,0.00760346,0.00266354,0.07997543,0.35030611,30.02600171,2018-01-03 15:07:54
bch_usd,0.0050053,0.00632252,0.13388001,1.26316558,21.17508963,2018-01-03 15:07:54
etc_usd,0.01309098,0.02659007,0.14271363,2.03117506,5.36717828,2018-01-03 15:07:54
ltc_usd,0.00540534,0.01959584,0.11541602,3.62527233,5.88982372,2018-01-03 15:07:54
btc_usd,0.01414877,0.02089159,0.09522876,1.47656608,4.55823343,2018-01-03 15:07:54
eth_usd,0.00759774,0.00265785,0.07936302,0.34982068,29.85988894,2018-01-03 15:07:45
bch_usd,0.00537418,0.00632252,0.13388001,1.17646259,21.17508963,2018-01-03 15:07:45
etc_usd,0.01230615,0.02659007,0.14271363,2.16071429,5.36717828,2018-01-03 15:07:45
ltc_usd,0.00597453,0.01959584,0.11541602,3.27989488,5.88982372,2018-01-03 15:07:45
btc_usd,0.01336624,0.02093995,0.09528713,1.56662945,4.55049425,2018-01-03 15:07:45
eth_usd,0.00759774,0.00265785,0.07936302,0.34982068,29.85988894,2018-01-03 15:07:34
bch_usd,0.00537418,0.00632252,0.13388001,1.17646259,21.17508963,2018-01-03 15:07:34
etc_usd,0.01321655,0.02659007,0.14271363,2.01187648,5.36717828,2018-01-03 15:07:34
ltc_usd,0.00597453,0.01959584,0.11541602,3.27989488,5.88982372,2018-01-03 15:07:34
btc_usd,0.0141821,0.02072205,0.09570404,1.46114084,4.61846472,2018-01-03 15:07:34
eth_usd,0.00748336,0.00254402,0.07924049,0.33995752,31.14770192,2018-01-03 15:07:24
bch_usd,0.00537418,0.00720214,0.13609257,1.34013605,18.89614213,2018-01-03 15:07:24
etc_usd,0.01080489,0.02414657,0.13999374,2.23478261,5.79766537,2018-01-03 15:07:24
ltc_usd,0.00527132,0.01948778,0.11529781,3.69694713,5.9164149,2018-01-03 15:07:24
btc_usd,0.01410378,0.02063996,0.09621795,1.46343483,4.66173235,2018-01-03 15:07:24
eth_usd,0.00784147,0.00290038,0.07962411,0.3698769,27.45301488,2018-01-03 15:07:16
bch_usd,0.00559476,0.00742312,0.13634183,1.32679739,18.36719212,2018-01-03 15:07:16
etc_usd,0.01042906,0.02414657,0.13999374,2.31531532,5.79766537,2018-01-03 15:07:16
ltc_usd,0.00548101,0.0190678,0.11483836,3.47888332,6.02263374,2018-01-03 15:07:16
btc_usd,0.01534145,0.01989522,0.09682249,1.29682741,4.866621,2018-01-03 15:07:16
eth_usd,0.00734384,0.00240519,0.07909104,0.32751159,32.88343558,2018-01-03 15:07:04
bch_usd,0.00559476,0.00742312,0.13634183,1.32679739,18.36719212,2018-01-03 15:07:04
etc_usd,0.01046038,0.02414657,0.13999374,2.30838323,5.79766537,2018-01-03 15:07:04
ltc_usd,0.00550063,0.0190678,0.11483836,3.46647646,6.02263374,2018-01-03 15:07:04
btc_usd,0.01447714,0.0199025,0.0966882,1.37475345,4.85809313,2018-01-03 15:07:04
eth_usd,0.00734384,0.00240519,0.07909104,0.32751159,32.88343558,2018-01-03 15:06:59
bch_usd,0.00559476,0.00742312,0.13634183,1.32679739,18.36719212,2018-01-03 15:06:59
etc_usd,0.01046038,0.02414657,0.13999374,2.30838323,5.79766537,2018-01-03 15:06:59
ltc_usd,0.00550063,0.0190678,0.11483836,3.46647646,6.02263374,2018-01-03 15:06:59
btc_usd,0.01383169,0.0194923,0.09624711,1.40924866,4.93769968,2018-01-03 15:06:59
eth_usd,0.00734384,0.00285581,0.07683341,0.38887172,26.90421304,2018-01-03 15:06:44
bch_usd,0.00559476,0.00742312,0.13634183,1.32679739,18.36719212,2018-01-03 15:06:44
